gtw_txn_id,idempotency_key,gateway_id,sender_account_id,receiver_account_id,amount,status,created_at,updated_at
TXN_0612026d03,0baff9e9-e564-44fb-8354-b245c25437d5,1,4,13,332.0,SUCCESS,2026-04-26 18:09:37,2026-04-26 18:09:37
TXN_06263bd6b2,96e6b1b0-8831-47f4-bf01-a2b0c2694563,1,17,1,426.0,SUCCESS,2026-04-26 18:09:37,2026-04-26 18:09:37
TXN_06cd553319,f26b558d-3e08-455d-a899-bc3b605d4860,1,6,18,73.0,SUCCESS,2026-04-26 18:09:38,2026-04-26 18:09:38
TXN_06e1b5e07a,252ba7b2-5a99-4860-95c4-57316e629ebf,1,5,11,63.0,SUCCESS,2026-04-26 18:09:36,2026-04-26 18:09:36
TXN_073c1e8461,97fb520b-2080-4953-8c37-e5b63cab7209,1,9,17,149.0,SUCCESS,2026-04-26 18:09:36,2026-04-26 18:09:36
TXN_073e278f45,9e76d375-e2b6-43d1-95c5-c96818d62456,1,12,17,214.0,FAILED,2026-04-26 18:09:37,2026-04-26 18:09:37
TXN_07ea7c3b74,5fed6c15-4c82-4d92-93da-dd7acdfe1c95,1,11,3,340.0,SUCCESS,2026-04-26 18:09:38,2026-04-26 18:09:38
TXN_08597d28a6,de6504af-1529-493a-89ca-1744338783fe,1,5,16,159.0,SUCCESS,2026-04-26 18:09:38,2026-04-26 18:09:38
TXN_08ab0804e2,da683959-d91e-49a1-9a3b-e54c6aa37325,1,9,12,443.0,SUCCESS,2026-04-26 18:09:38,2026-04-26 18:09:38
TXN_092e480a79,8825c4bd-f37c-414a-9b13-ca28ddf72c62,1,12,17,276.0,FAILED,2026-04-26 18:09:38,2026-04-26 18:09:38
TXN_09428874ff,6d2d4d9c-181e-4fd1-bc06-3d5227e8e168,1,18,11,276.0,SUCCESS,2026-04-26 18:09:38,2026-04-26 18:09:38
TXN_0951f3d620,adef3a08-5abd-42cd-94cb-278f115b7063,1,10,6,370.0,SUCCESS,2026-04-26 18:09:37,2026-04-26 18:09:37
TXN_095b864e41,0ceb87be-00d6-45b8-868f-6bdbe866f43e,1,20,15,110.0,SUCCESS,2026-04-26 18:09:38,2026-04-26 18:09:38
TXN_0a37d4d2f7,a96d3f81-f853-4b10-9dcc-771ba7e547d2,1,6,17,166.0,FAILED,2026-04-26 18:09:36,2026-04-26 18:09:36
TXN_0aff1e32ed,ce3ea6e6-74d5-4826-af88-01fe29b048c4,1,7,16,495.0,FAILED,2026-04-26 18:09:38,2026-04-26 18:09:38
TXN_0b09b2980d,5f92f392-3c15-4dff-9846-9aa8fb020cf0,1,20,15,448.0,SUCCESS,2026-04-26 18:09:38,2026-04-26 18:09:38
TXN_0b25a33c1a,68cce63a-4579-4470-9b8e-4a8927c38981,1,2,10,313.0,SUCCESS,2026-04-26 18:09:37,2026-04-26 18:09:37
TXN_0bb5232d86,5dc097f0-c17d-4660-963b-0994e842d5b7,1,12,3,194.0,SUCCESS,2026-04-26 18:09:38,2026-04-26 18:09:38
TXN_0be4188d44,a6aa993a-d6cd-4f86-ad7f-bb86a3d75989,1,4,5,176.0,FAILED,2026-04-26 18:09:36,2026-04-26 18:09:36
TXN_0c89342e89,99aabb4b-a8ca-414b-87bb-03730c6858fd,1,11,6,234.0,SUCCESS,2026-04-26 18:09:36,2026-04-26 18:09:36
TXN_0c9003e46c,063c27dc-b5ab-4cf7-b96c-0ac376b7d499,1,15,8,275.0,SUCCESS,2026-04-26 18:09:37,2026-04-26 18:09:37
TXN_0cd2ed162e,71bf723a-af19-4605-9e80-bb988927a995,1,8,7,442.0,SUCCESS,2026-04-26 18:09:38,2026-04-26 18:09:38
TXN_0ceb54ff93,bbcc31df-1dc7-40c4-bc15-bd71188c0bb1,1,10,18,68.0,SUCCESS,2026-04-26 18:09:37,2026-04-26 18:09:37
TXN_0cf09df5e3,9792723b-3ab9-45e4-8948-767622c16b25,1,10,11,193.0,SUCCESS,2026-04-26 18:09:38,2026-04-26 18:09:38
TXN_0d296072d4,3804bcd2-e08d-4ba7-bbf4-6bc86ae7feb9,1,16,6,453.0,SUCCESS,2026-04-26 18:09:38,2026-04-26 18:09:38
TXN_0d3518a8b7,985a67b8-f73f-4a17-aa2b-8708282021a9,1,11,10,75.0,SUCCESS,2026-04-26 18:09:37,2026-04-26 18:09:37
TXN_0dcecc0646,9b8e660b-b5a9-4ae4-a3ab-701d69461f26,1,18,16,494.0,SUCCESS,2026-04-26 18:09:38,2026-04-26 18:09:38
TXN_0ddf9e2157,7f281d49-fd4f-49c2-be95-1d34ab8d966b,1,3,11,460.0,SUCCESS,2026-04-26 18:09:37,2026-04-26 18:09:37
TXN_0decfcd4dd,079ea75d-c17f-4069-9cdf-ee54f53fe95d,1,19,15,306.0,SUCCESS,2026-04-26 18:09:37,2026-04-26 18:09:37
TXN_0e8fc04a80,ef203e90-3a90-4f15-b017-85cb9c1ff70f,1,10,17,340.0,SUCCESS,2026-04-26 18:09:38,2026-04-26 18:09:38
TXN_0ea91040f2,493ef0d8-bb58-41ee-8629-5885d44a6a58,1,16,13,195.0,SUCCESS,2026-04-26 18:09:36,2026-04-26 18:09:36
TXN_0f3a93a531,9141f274-5d53-4b83-b5f9-1e8d5a6737ee,1,13,11,467.0,SUCCESS,2026-04-26 18:09:37,2026-04-26 18:09:37
TXN_0f5c51e37d,7be5babe-bd8b-4023-a9b9-8118b5770a79,1,14,9,57.0,SUCCESS,2026-04-26 18:09:37,2026-04-26 18:09:37
TXN_0f62895b77,ea17e452-16d7-49e3-a589-ea33474eb89b,1,13,14,181.0,SUCCESS,2026-04-26 18:09:37,2026-04-26 18:09:37
TXN_0f6b1f8316,7d1a3cdb-f41b-4b8a-aaf0-a904c8110412,1,4,16,400.0,SUCCESS,2026-04-26 18:09:36,2026-04-26 18:09:36
TXN_0f9ddf5d7e,9f1eb735-3c9d-4baa-9d1a-d6336ba73463,1,13,6,328.0,SUCCESS,2026-04-26 18:09:38,2026-04-26 18:09:38
TXN_10000,070325f4-367a-4e28-bc71-f4d56f4e7169,1,4,19,19098.32,ROLLEDBACK,2026-04-02 21:24:46,2026-05-06 23:19:49
TXN_10001,803321a8-468b-410a-8a69-790f9337a2cd,1,17,19,4404.79,SUCCESS,2026-04-02 07:32:54,2026-04-02 07:32:54
TXN_10002,f502780c-65a3-4a69-a014-c1007999bc28,1,20,6,9314.61,SUCCESS,2026-04-03 02:02:55,2026-04-03 02:02:55
TXN_10003,af0ed398-1f0e-4253-be9f-35a55b345671,1,13,9,26370.17,SUCCESS,2026-04-02 22:07:21,2026-04-02 22:07:21
TXN_10004,bb9f3cae-a488-405a-9175-beb9afa2556d,1,10,13,18120.86,ROLLEDBACK,2026-04-02 00:02:31,2026-05-06 23:19:48
TXN_10005,1d7de9e0-a3f8-4ca5-a000-0b34df18f208,1,5,12,23578.03,SUCCESS,2026-04-02 23:36:38,2026-04-02 23:36:38
TXN_10006,6a6aca78-907d-427d-b3a4-f7cceee683e8,1,18,7,40461.45,ROLLEDBACK,2026-04-03 02:56:51,2026-05-06 23:19:50
TXN_10007,ba12ed64-f4f6-4558-a57c-e94ef141ee5c,1,16,4,13763.53,SUCCESS,2026-04-01 23:43:08,2026-04-01 23:43:08
TXN_10008,9161d664-cc3e-4ea0-8012-3e7f033af241,1,9,18,31557.29,SUCCESS,2026-04-02 06:15:00,2026-04-02 06:15:00
TXN_10009,458e41ca-7d7d-4e5d-ae5c-635e2409c09d,1,6,1,5445.15,SUCCESS,2026-04-03 03:07:01,2026-04-03 03:07:01
TXN_10010,22a07189-aee7-4dac-9e44-1c2ce2ae6ae9,1,17,11,40335.91,SUCCESS,2026-04-03 14:04:53,2026-04-03 14:04:53
TXN_10011,a7b9b06a-588d-4bb0-a2f8-40978847fb36,1,16,15,47892.34,SUCCESS,2026-04-02 15:27:48,2026-04-02 15:27:48
TXN_10012,76eb93d4-1233-4ec1-b72e-e8d550b239e1,1,18,2,24840.32,SUCCESS,2026-04-03 09:50:05,2026-04-03 09:50:05
TXN_10013,599e38b3-24ad-426f-8f46-9883a03291e0,1,10,15,36996.99,SUCCESS,2026-04-03 15:25:59,2026-04-03 15:25:59
TXN_10014,5ad0f05b-f84d-4b06-8010-f0ad0c92b69f,1,5,9,5702.85,ROLLEDBACK,2026-04-03 08:32:16,2026-05-06 23:19:49
TXN_10015,ee2a0dfe-d6aa-4a29-a9b4-946415a65a78,1,11,2,3213.42,SUCCESS,2026-04-01 18:30:22,2026-04-01 18:30:22
TXN_10016,080e508e-e9b7-47a8-bdb2-fc4deb43010c,1,14,16,48780.56,ROLLEDBACK,2026-04-02 14:13:42,2026-05-06 23:19:49
TXN_10017,40414891-4279-43d4-8955-502bc3245f1e,1,15,6,10556.94,SUCCESS,2026-04-01 16:37:01,2026-04-01 16:37:01
TXN_10018,b477b101-9fbc-445a-b61d-bb6fa5fc4ea7,1,4,20,26811.97,SUCCESS,2026-04-01 17:53:54,2026-04-01 17:53:54
TXN_10019,2ae1c771-dade-404e-8423-99b7e2112130,1,20,16,43582.64,SUCCESS,2026-04-03 15:22:19,2026-04-03 15:22:19
TXN_10020,1b13b979-3844-4504-adf7-509a574640b7,1,2,1,13574.58,SUCCESS,2026-04-03 02:48:03,2026-04-03 02:48:03
TXN_10021,3f588d4f-f62a-452f-bd04-33974dd5d914,1,16,14,35470.7,SUCCESS,2026-04-03 04:44:30,2026-04-03 04:44:30
TXN_10022,90d3df82-6a64-4062-b853-4f2aba5edeb5,1,14,10,17319.27,SUCCESS,2026-04-03 15:17:24,2026-04-03 15:17:24
TXN_10023,e58fd7c6-400b-42e4-b512-e2be0d3b4054,1,16,20,28513.06,SUCCESS,2026-04-03 08:31:23,2026-04-03 08:31:23
TXN_10024,2b24145d-9f5c-417b-9e3b-20d651b899ac,1,7,8,4229.34,SUCCESS,2026-04-01 16:49:28,2026-04-01 16:49:28
TXN_10025,ff0c7636-97f4-46b7-a72a-6de6abdfb694,1,9,3,32600.89,ROLLEDBACK,2026-04-02 03:57:43,2026-05-06 23:19:50
TXN_10026,bd1210ce-027e-41f8-a837-6a0714a9e7b5,1,1,9,28584.53,SUCCESS,2026-04-02 02:24:10,2026-04-02 02:24:10
TXN_10027,94295796-33ec-4925-ae77-b94fe26c3ad8,1,7,4,7722.85,SUCCESS,2026-04-03 13:07:00,2026-04-03 13:07:00
TXN_10028,45636061-5ea9-4ad4-a8b8-99af530e0b0f,1,15,20,49044.97,SUCCESS,2026-04-03 15:52:06,2026-04-03 15:52:06
TXN_10029,5d8aff0d-a172-4a89-b53e-fdfed4939b04,1,11,17,31186.78,SUCCESS,2026-04-02 11:11:22,2026-04-02 11:11:22
TXN_10030,d83f6b12-bb50-4b98-9c8f-d4e0a434004e,1,3,14,41856.42,SUCCESS,2026-04-01 12:14:44,2026-04-01 12:14:44
TXN_10031,87e08519-ab32-49b7-875d-542132d8b9b5,1,18,15,4802.14,ROLLEDBACK,2026-04-01 16:33:41,2026-05-06 23:19:50
TXN_10032,098ce626-59e6-4c02-8c82-50aec1bf9ded,1,10,19,29884.89,SUCCESS,2026-04-01 17:24:57,2026-04-01 17:24:57
TXN_10033,76d0f44e-a010-418d-a43c-9d5de7a960cc,1,11,14,29356.45,SUCCESS,2026-04-01 17:35:35,2026-04-01 17:35:35
TXN_10034,38c3b0a7-779f-4b13-a380-e658384d515c,1,2,1,36021.1,SUCCESS,2026-04-03 06:47:32,2026-04-03 06:47:32
TXN_10035,c7627496-79d3-4e33-8b05-1f0b190775a9,1,20,13,27786.86,SUCCESS,2026-04-01 17:28:43,2026-04-01 17:28:43
TXN_10036,9019dbc3-4c13-4359-b07d-1b8f26e563c9,1,10,12,12682.36,SUCCESS,2026-04-02 13:35:08,2026-04-02 13:35:08
TXN_10037,f4244e4d-f374-4558-b6d9-95b6aeed3fbc,1,4,13,30994.93,SUCCESS,2026-04-02 21:13:26,2026-04-02 21:13:26
TXN_10038,0c3631d8-c3fb-40f2-8e33-ed87a1a7e211,1,3,19,8051.08,SUCCESS,2026-04-01 11:00:16,2026-04-01 11:00:16
TXN_10039,642057c6-5c66-46bc-9931-ef0c69b8aa17,1,13,19,37327.15,SUCCESS,2026-04-02 22:12:17,2026-04-02 22:12:17
TXN_10040,c82af614-37ca-4583-ae0f-d37b8801710a,1,20,3,13391.65,ROLLEDBACK,2026-04-02 10:31:06,2026-05-06 23:19:50
TXN_10041,defb7207-5d69-4853-a3cd-0058580a5f85,1,9,18,30072.41,SUCCESS,2026-04-01 16:46:42,2026-04-01 16:46:42
TXN_10042,a02b017e-85c9-444c-9053-ff0094b50e89,1,6,14,12864.5,SUCCESS,2026-04-03 09:07:13,2026-04-03 09:07:13
TXN_10043,8c520ba1-5d4d-493c-95e0-3fc9d30cc7a4,1,5,8,22689.97,SUCCESS,2026-04-03 16:24:37,2026-04-03 16:24:37
TXN_10044,250be6ed-444b-4ceb-95fc-805e6709c7a1,1,18,16,34583.47,SUCCESS,2026-04-03 05:20:52,2026-04-03 05:20:52
TXN_10045,8527e0b0-89e6-4e33-b8b9-1fa77275d84a,1,15,8,14896.65,SUCCESS,2026-04-03 02:28:08,2026-04-03 02:28:08
TXN_10046,0c69534d-e370-4010-ac05-9429c1aee92d,1,10,14,21335.92,SUCCESS,2026-04-02 16:31:41,2026-04-02 16:31:41
TXN_10047,a38a3802-42fb-4c93-93d9-a294646121c8,1,3,6,37128.34,SUCCESS,2026-04-02 08:52:04,2026-04-02 08:52:04
TXN_10048,249def0a-9885-4599-a58b-bb39b94c3598,1,11,14,26156.79,SUCCESS,2026-04-01 17:14:28,2026-04-01 17:14:28
TXN_10049,0d220d24-5270-4994-a947-d670d3834b4b,1,7,12,3701.05,SUCCESS,2026-04-02 11:44:59,2026-04-02 11:44:59
TXN_10050,01625b0d-807f-4b38-a4a6-873e9f71b8eb,1,3,6,40521.61,SUCCESS,2026-04-02 15:35:55,2026-04-02 15:35:55
TXN_10051,4d3289a6-22a8-4743-b9ee-0a09ff329850,1,13,8,45321.82,ROLLEDBACK,2026-04-01 16:15:45,2026-05-06 23:19:50
TXN_10052,5351296a-bd9d-4ca8-a95e-b1f185edacdf,1,5,1,5943.81,ROLLEDBACK,2026-04-02 12:11:43,2026-05-06 23:19:48
TXN_10053,5ecbc119-dce2-4f07-9e57-b85aeac5e48b,1,15,9,7681.44,SUCCESS,2026-04-02 08:22:50,2026-04-02 08:22:50
TXN_10054,f094ec2d-bf53-4408-93e9-7ba0afa02283,1,15,18,38864.32,SUCCESS,2026-04-03 13:47:59,2026-04-03 13:47:59
TXN_10055,7fb1a7b1-8544-4cdd-aa0c-283799050ca4,1,20,3,36936.9,SUCCESS,2026-04-02 01:18:23,2026-04-02 01:18:23
TXN_10056,cd0a527c-bf88-4368-8bfc-d32e23d08cf7,1,20,18,32808.35,SUCCESS,2026-04-03 05:48:10,2026-04-03 05:48:10
TXN_10057,52dcc2e8-6f00-49d0-ab65-4bb8efb11154,1,3,20,36022.89,SUCCESS,2026-04-01 19:28:22,2026-04-01 19:28:22
TXN_10058,e243b0cd-ea1e-42da-b4ba-97219d49c2a8,1,1,10,11963.61,SUCCESS,2026-04-02 19:00:50,2026-04-02 19:00:50
TXN_10059,9abf55fd-b12e-4c76-a6bd-fe0341f735c4,1,3,12,28594.65,SUCCESS,2026-04-01 16:02:34,2026-04-01 16:02:34
TXN_10060,3e8f7160-9ddd-4945-9f16-6cf7cfef4822,1,9,6,29621.3,SUCCESS,2026-04-01 22:07:12,2026-04-01 22:07:12
TXN_10061,cacb0c2a-46d6-4f98-919c-dbeb7b9564dd,1,5,14,43714.77,SUCCESS,2026-04-02 16:18:04,2026-04-02 16:18:04
TXN_10062,2ca71d41-482f-4320-ad6a-62fa516971fe,1,8,5,34785.21,ROLLEDBACK,2026-04-02 01:58:11,2026-05-06 23:19:48
TXN_10063,aa421352-292c-4aef-8b86-0571661d9094,1,6,16,26648.4,SUCCESS,2026-04-03 05:35:27,2026-04-03 05:35:27
TXN_10064,236c0742-52a0-435f-826c-07c43783f5f9,1,17,9,29827.81,SUCCESS,2026-04-03 02:41:29,2026-04-03 02:41:29
TXN_10065,7f9ad23a-4143-4708-aba5-88ab587a8cff,1,1,9,40273.87,SUCCESS,2026-04-02 11:10:55,2026-04-02 11:10:55
TXN_10066,f8bcae9e-2eb3-4b02-91cd-a46ccdfe7c96,1,2,15,6329.67,SUCCESS,2026-04-01 17:20:36,2026-04-01 17:20:36
TXN_10067,7c501821-e3a1-44cb-8afc-89f8f837f2c7,1,10,13,37225.09,SUCCESS,2026-04-02 00:49:09,2026-04-02 00:49:09
TXN_10068,e43fbc4b-4382-4753-881e-9ce270854f76,1,18,19,17803.57,SUCCESS,2026-04-02 23:54:43,2026-04-02 23:54:43
TXN_10069,94583935-ed0c-4d19-b554-93b299b657f2,1,3,15,25617.94,SUCCESS,2026-04-03 06:07:31,2026-04-03 06:07:31
TXN_10070,845531c0-899c-4de0-995d-97ce6ecd735e,1,3,16,40676.62,SUCCESS,2026-04-02 02:18:17,2026-04-02 02:18:17
TXN_10071,d56af306-5943-455d-bca1-bbd9c1e2d769,1,4,3,6956.25,SUCCESS,2026-04-02 09:51:03,2026-04-02 09:51:03
TXN_10072,9d177b4e-64ba-4798-a7d2-beced2560756,1,12,11,11069.4,SUCCESS,2026-04-03 14:29:35,2026-04-03 14:29:35
TXN_10073,9c0a42f7-0f10-4df4-814d-bb9884fcea97,1,11,18,25333.34,SUCCESS,2026-04-01 22:32:38,2026-04-01 22:32:38
TXN_10074,af0edfcd-be98-4e46-9e53-83d5bac06f0e,1,1,9,42041.92,SUCCESS,2026-04-03 14:54:10,2026-04-03 14:54:10
TXN_10075,57d1f778-2a59-4208-8c8e-fcf414d1fed2,1,14,8,11649.91,SUCCESS,2026-04-02 00:00:40,2026-04-02 00:00:40
TXN_10076,fe297abf-cd5b-44e3-9fb8-581ba5c9f330,1,6,7,40392.61,SUCCESS,2026-04-02 12:48:02,2026-04-02 12:48:02
TXN_10077,d2d8594b-2b4f-43eb-98f1-fa55d9226e88,1,14,6,24114.14,SUCCESS,2026-04-02 17:44:54,2026-04-02 17:44:54
TXN_10078,68f0a9a5-c09a-4e8c-9dc9-4e35dabb244a,1,19,20,31800.82,SUCCESS,2026-04-02 17:41:38,2026-04-02 17:41:38
TXN_10079,4be958b9-7f5b-4a13-bbc7-5ec2e098601a,1,10,8,19825.85,SUCCESS,2026-04-02 22:34:12,2026-04-02 22:34:12
TXN_10080,dad9ea1c-32b0-4c32-b1e2-30f6461b0dac,1,15,8,45178.1,SUCCESS,2026-04-03 17:01:00,2026-04-03 17:01:00
TXN_10081,ff6e526b-f29a-46ad-9e4b-40f14ad52491,1,18,7,46784.56,SUCCESS,2026-04-01 22:36:23,2026-04-01 22:36:23
TXN_10082,ea92a787-8f78-481c-9beb-bde5f3fd59a8,1,7,9,1166.27,ROLLEDBACK,2026-04-02 13:17:34,2026-05-06 23:19:50
TXN_10083,04820da7-a08b-46d7-acf9-86fab8a81e5c,1,10,3,571.82,SUCCESS,2026-04-02 11:28:34,2026-04-02 11:28:34
TXN_10084,528e2198-be72-4d8f-a301-efe141eaa24b,1,19,2,13934.73,SUCCESS,2026-04-03 13:45:04,2026-04-03 13:45:04
TXN_10085,5591be0c-063d-4fb1-a37b-01296a556914,1,11,18,8503.84,SUCCESS,2026-04-03 02:56:59,2026-04-03 02:56:59
TXN_10086,ffb543e6-147f-4b2c-84a2-f13e1623b8a6,1,12,17,36439.11,SUCCESS,2026-04-03 02:09:54,2026-04-03 02:09:54
TXN_10087,8974051e-c41f-4510-8e9d-124e9b1080d1,1,7,6,14729.55,SUCCESS,2026-04-01 22:58:14,2026-04-01 22:58:14
TXN_10088,2a6a8169-7a46-41e8-ad3f-556bf0a39825,1,17,10,12205.05,ROLLEDBACK,2026-04-01 22:33:20,2026-05-06 23:19:50
TXN_10089,dec92803-fa64-4289-b3f1-db2131cac4e3,1,6,4,46276.45,SUCCESS,2026-04-02 19:57:04,2026-04-02 19:57:04
TXN_10090,cba1896b-cb1b-4dcc-ae01-021c83e53705,1,14,18,34673.42,SUCCESS,2026-04-03 01:54:33,2026-04-03 01:54:33
TXN_10091,aff0698a-9baf-4086-a6aa-8a0ae2464c39,1,1,8,14922.54,SUCCESS,2026-04-01 17:43:29,2026-04-01 17:43:29
TXN_10092,1efacdb2-da70-4be2-a88a-6f4be03437e4,1,12,2,4837.16,SUCCESS,2026-04-02 03:35:59,2026-04-02 03:35:59
TXN_10093,fa3789d0-4151-40ad-832a-12e4d8f4a9a0,1,11,7,20580.08,SUCCESS,2026-04-03 16:40:40,2026-04-03 16:40:40
TXN_10094,03ff4752-c748-4f7d-9b1b-70106ef88733,1,18,3,27198.15,SUCCESS,2026-04-03 16:20:55,2026-04-03 16:20:55
TXN_10095,95994262-8d9d-44db-8872-0324eb2ecf38,1,4,7,8617.82,SUCCESS,2026-04-03 09:20:42,2026-04-03 09:20:42
TXN_10096,78368e4d-0fa8-4f31-80aa-77ee9686377a,1,17,14,45780.31,SUCCESS,2026-04-02 12:41:25,2026-04-02 12:41:25
TXN_10097,0359d2cb-c1ad-466a-a48b-b33bbcd8449b,1,16,18,8430.59,SUCCESS,2026-04-01 14:48:15,2026-04-01 14:48:15
TXN_10098,e7ab6864-cc28-4377-99f0-24edd754d215,1,11,18,42609.75,SUCCESS,2026-04-02 16:22:48,2026-04-02 16:22:48
TXN_10099,b1d261b8-24b3-48bd-baf7-9df3c06ccefe,1,12,8,45796.79,SUCCESS,2026-04-02 23:33:13,2026-04-02 23:33:13
TXN_10100,f3386a80-65a8-41d5-8c3b-88fcafe7f61e,1,19,2,15978.71,SUCCESS,2026-04-01 13:44:37,2026-04-01 13:44:37
TXN_10101,e39180db-493b-483d-b50f-99053f5475cf,1,12,16,13971.83,SUCCESS,2026-04-03 13:12:26,2026-04-03 13:12:26
TXN_10102,1ff3827e-621d-48a8-9f98-3251faa7e982,1,6,19,14176.67,SUCCESS,2026-04-02 16:58:00,2026-04-02 16:58:00
TXN_10103,cc26558e-3121-49ac-90d5-54b81ddf82a4,1,12,16,18011.13,SUCCESS,2026-04-02 22:49:17,2026-04-02 22:49:17
TXN_10104,fe7d353f-9f6f-40d1-9b9b-a4b28d2d0ea5,1,16,14,29818.53,ROLLEDBACK,2026-04-01 19:18:43,2026-05-06 23:19:49
TXN_10105,05e4f99b-5c66-4955-947f-0b23531953c6,1,17,13,17781.49,SUCCESS,2026-04-02 10:15:24,2026-04-02 10:15:24
TXN_10106,4afb2761-5c97-4e02-bc3a-abe473417ca6,1,13,19,3926.5,SUCCESS,2026-04-01 18:05:45,2026-04-01 18:05:45
TXN_10107,0f8d52cf-f0ef-4361-b93e-5e722b85ad9f,1,13,9,20645.78,SUCCESS,2026-04-01 22:50:26,2026-04-01 22:50:26
TXN_10108,6215d429-e7af-423b-b243-dea83c2b57ca,1,4,15,44221.85,SUCCESS,2026-04-02 01:00:44,2026-04-02 01:00:44
TXN_10109,90f166c9-5dba-431e-b71a-dfe3de5e19aa,1,11,19,19781.37,SUCCESS,2026-04-03 01:31:05,2026-04-03 01:31:05
TXN_10110,df9c38bc-3e73-42f3-9d85-c46cab10b0b2,1,12,3,47112.59,SUCCESS,2026-04-03 07:59:44,2026-04-03 07:59:44
TXN_10111,ebc9e28f-7cb5-48bf-b69d-4d253b27f0ba,1,2,5,38179.2,SUCCESS,2026-04-02 01:13:42,2026-04-02 01:13:42
TXN_10112,598eda3c-e2d8-43cb-b300-d4718f34ef4e,1,7,3,24564.25,SUCCESS,2026-04-03 09:31:12,2026-04-03 09:31:12
TXN_10113,1b0d6a3b-245e-44f3-bb65-029823497d18,1,16,19,45820.59,ROLLEDBACK,2026-04-03 12:19:25,2026-05-06 23:19:48
TXN_10114,35d93fc7-dffe-4f4c-a5f8-a8cf9bc4e421,1,20,18,26101.95,SUCCESS,2026-04-03 08:52:47,2026-04-03 08:52:47
TXN_10115,133ced45-7033-4bb3-92a9-f38fae83f3af,1,14,3,14783.02,SUCCESS,2026-04-01 23:04:14,2026-04-01 23:04:14
TXN_10116,6be99e72-d001-4249-9625-b358a561412f,1,9,4,24147.16,SUCCESS,2026-04-03 04:16:57,2026-04-03 04:16:57
