recon_id,gtw_txn_id,gateway_status,internal_status,gateway_amount,internal_amount,result,action_taken,created_at,mismatch_flag,remarks,rollback_executed
83,TXN_13120,SUCCESS,MATCH,35442.72,35442.72,MATCH,NONE,2026-05-06 23:19:48,0,,0
84,TXN_13429,SUCCESS,MATCH,44779.37,44779.37,MATCH,NONE,2026-05-06 23:19:48,0,,0
85,TXN_13647,SUCCESS,MATCH,43135.38,43135.38,MATCH,NONE,2026-05-06 23:19:48,0,,0
86,TXN_14318,SUCCESS,MATCH,35904.73,35904.73,MATCH,NONE,2026-05-06 23:19:48,0,,0
87,TXN_14440,SUCCESS,MATCH,38978.99,38978.99,MATCH,NONE,2026-05-06 23:19:48,0,,0
88,TXN_14919,SUCCESS,MATCH,42065.66,42065.66,MATCH,NONE,2026-05-06 23:19:48,0,,0
89,TXN_14938,SUCCESS,MATCH,12009.67,12009.67,MATCH,NONE,2026-05-06 23:19:48,0,,0
90,TXN_14978,SUCCESS,MATCH,9937.62,9937.62,MATCH,NONE,2026-05-06 23:19:48,0,,0
91,TXN_10322,SUCCESS,MATCH,40814.53,40814.53,MATCH,NONE,2026-05-06 23:19:48,0,,0
92,TXN_10364,SUCCESS,MATCH,47238.95,47238.95,MATCH,NONE,2026-05-06 23:19:48,0,,0
93,TXN_10494,SUCCESS,MATCH,35329.32,35329.32,MATCH,NONE,2026-05-06 23:19:48,0,,0
94,TXN_10515,SUCCESS,MATCH,10148.82,10148.82,MATCH,NONE,2026-05-06 23:19:48,0,,0
95,TXN_10517,FAILED ,MISSING_INTERNAL,24287.11,0.0,MISSING_INTERNAL,ROLLBACK,2026-05-06 23:19:48,0,,0
96,TXN_10602,SUCCESS,MATCH,32770.41,32770.41,MATCH,NONE,2026-05-06 23:19:48,0,,0
97,TXN_10751,SUCCESS,MATCH,42410.56,42410.56,MATCH,NONE,2026-05-06 23:19:48,0,,0
98,TXN_10976,SUCCESS,MATCH,12983.54,12983.54,MATCH,NONE,2026-05-06 23:19:48,0,,0
99,TXN_11187,SUCCESS,MATCH,44942.63,44942.63,MATCH,NONE,2026-05-06 23:19:48,0,,0
100,TXN_11266,SUCCESS,MATCH,41929.26,41929.26,MATCH,NONE,2026-05-06 23:19:48,0,,0
101,TXN_11356,SUCCESS,MATCH,34092.5,34092.5,MATCH,NONE,2026-05-06 23:19:48,0,,0
102,TXN_11450,SUCCESS,MATCH,42742.47,42742.47,MATCH,NONE,2026-05-06 23:19:48,0,,0
103,TXN_11526,SUCCESS,MATCH,3023.29,3023.29,MATCH,NONE,2026-05-06 23:19:48,0,,0
104,TXN_11990,SUCCESS,MATCH,2680.27,2680.27,MATCH,NONE,2026-05-06 23:19:48,0,,0
105,TXN_12160,SUCCESS,MATCH,4584.32,4584.32,MATCH,NONE,2026-05-06 23:19:48,0,,0
106,TXN_12474,SUCCESS,MATCH,31613.83,31613.83,MATCH,NONE,2026-05-06 23:19:48,0,,0
107,TXN_12639,SUCCESS,MATCH,31699.16,31699.16,MATCH,NONE,2026-05-06 23:19:48,0,,0
108,TXN_12732,SUCCESS,MATCH,2159.58,2159.58,MATCH,NONE,2026-05-06 23:19:48,0,,0
109,TXN_12942,SUCCESS,MATCH,16495.84,16495.84,MATCH,NONE,2026-05-06 23:19:48,0,,0
110,TXN_12965,SUCCESS,MATCH,45915.78,45915.78,MATCH,NONE,2026-05-06 23:19:48,0,,0
111,TXN_13058,SUCCESS,MATCH,3263.24,3263.24,MATCH,NONE,2026-05-06 23:19:48,0,,0
112,TXN_13166,SUCCESS,MATCH,7725.85,7725.85,MATCH,NONE,2026-05-06 23:19:48,0,,0
113,TXN_13167,SUCCESS,MATCH,15138.04,15138.04,MATCH,NONE,2026-05-06 23:19:48,0,,0
114,TXN_13576,SUCCESS,MATCH,42063.83,42063.83,MATCH,NONE,2026-05-06 23:19:48,0,,0
115,TXN_13645,SUCCESS,MATCH,11159.49,11159.49,MATCH,NONE,2026-05-06 23:19:48,0,,0
116,TXN_13911,SUCCESS,MATCH,36013.55,36013.55,MATCH,NONE,2026-05-06 23:19:48,0,,0
117,TXN_13982,SUCCESS,MATCH,8472.32,8472.32,MATCH,NONE,2026-05-06 23:19:48,0,,0
118,TXN_13988,SUCCESS,MATCH,9915.11,9915.11,MATCH,NONE,2026-05-06 23:19:48,0,,0
119,TXN_14196,SUCCESS,MATCH,2165.65,2165.65,MATCH,NONE,2026-05-06 23:19:48,0,,0
120,TXN_14232,SUCCESS,MATCH,1458.4,1458.4,MATCH,NONE,2026-05-06 23:19:48,0,,0
121,TXN_14336,SUCCESS,MATCH,26303.12,26303.12,MATCH,NONE,2026-05-06 23:19:48,0,,0
122,TXN_14598,SUCCESS,MATCH,38703.63,38703.63,MATCH,NONE,2026-05-06 23:19:48,0,,0
123,TXN_14608,SUCCESS,MATCH,26195.58,26195.58,MATCH,NONE,2026-05-06 23:19:48,0,,0
124,TXN_14746,SUCCESS,MATCH,46516.01,46516.01,MATCH,NONE,2026-05-06 23:19:48,0,,0
125,TXN_14831,SUCCESS,MATCH,14605.8,14605.8,MATCH,NONE,2026-05-06 23:19:48,0,,0
126,TXN_10406,SUCCESS,MATCH,20050.52,20050.52,MATCH,NONE,2026-05-06 23:19:48,0,,0
127,TXN_10688,FAILED ,MISSING_INTERNAL,34066.19,0.0,MISSING_INTERNAL,ROLLBACK,2026-05-06 23:19:48,0,,0
128,TXN_11377,PENDING,MISSING_INTERNAL,46160.6,0.0,MISSING_INTERNAL,ROLLBACK,2026-05-06 23:19:48,0,,0
129,TXN_11481,SUCCESS,MATCH,39493.35,39493.35,MATCH,NONE,2026-05-06 23:19:48,0,,0
130,TXN_11508,SUCCESS,MATCH,41110.24,41110.24,MATCH,NONE,2026-05-06 23:19:48,0,,0
131,TXN_12272,SUCCESS,MATCH,33150.17,33150.17,MATCH,NONE,2026-05-06 23:19:48,0,,0
132,TXN_12280,SUCCESS,MATCH,34011.44,34011.44,MATCH,NONE,2026-05-06 23:19:48,0,,0
133,TXN_12505,SUCCESS,MATCH,18981.84,18981.84,MATCH,NONE,2026-05-06 23:19:48,0,,0
134,TXN_12565,SUCCESS,MATCH,49024.1,49024.1,MATCH,NONE,2026-05-06 23:19:48,0,,0
135,TXN_13510,SUCCESS,MATCH,34616.44,34616.44,MATCH,NONE,2026-05-06 23:19:48,0,,0
136,TXN_13610,SUCCESS,MATCH,18556.23,18556.23,MATCH,NONE,2026-05-06 23:19:48,0,,0
137,TXN_13691,SUCCESS,MATCH,2623.28,2623.28,MATCH,NONE,2026-05-06 23:19:48,0,,0
138,TXN_13757,SUCCESS,MATCH,26812.88,26812.88,MATCH,NONE,2026-05-06 23:19:48,0,,0
139,TXN_14476,SUCCESS,MATCH,959.64,959.64,MATCH,NONE,2026-05-06 23:19:48,0,,0
140,TXN_14516,PENDING,MISSING_INTERNAL,34467.08,0.0,MISSING_INTERNAL,ROLLBACK,2026-05-06 23:19:48,0,,0
141,TXN_14760,FAILED ,MISSING_INTERNAL,10839.42,0.0,MISSING_INTERNAL,ROLLBACK,2026-05-06 23:19:48,0,,0
142,TXN_14986,SUCCESS,MATCH,48367.54,48367.54,MATCH,NONE,2026-05-06 23:19:48,0,,0
143,TXN_10327,SUCCESS,MATCH,42425.27,42425.27,MATCH,NONE,2026-05-06 23:19:48,0,,0
144,TXN_10414,SUCCESS,MATCH,39426.12,39426.12,MATCH,NONE,2026-05-06 23:19:48,0,,0
145,TXN_10427,FAILED ,MISSING_INTERNAL,46457.37,0.0,MISSING_INTERNAL,ROLLBACK,2026-05-06 23:19:48,0,,0
146,TXN_10640,SUCCESS,MATCH,44115.91,44115.91,MATCH,NONE,2026-05-06 23:19:48,0,,0
147,TXN_10963,SUCCESS,MATCH,36156.17,36156.17,MATCH,NONE,2026-05-06 23:19:48,0,,0
148,TXN_11104,SUCCESS,MATCH,46499.7,46499.7,MATCH,NONE,2026-05-06 23:19:48,0,,0
149,TXN_11141,SUCCESS,MATCH,20904.18,20904.18,MATCH,NONE,2026-05-06 23:19:48,0,,0
150,TXN_11288,SUCCESS,MATCH,29695.74,29695.74,MATCH,NONE,2026-05-06 23:19:48,0,,0
151,TXN_11461,SUCCESS,MATCH,47679.79,47679.79,MATCH,NONE,2026-05-06 23:19:48,0,,0
152,TXN_11467,SUCCESS,MATCH,44980.59,44980.59,MATCH,NONE,2026-05-06 23:19:48,0,,0
153,TXN_11597,SUCCESS,MATCH,48567.27,48567.27,MATCH,NONE,2026-05-06 23:19:48,0,,0
154,TXN_11683,FAILED ,MISSING_INTERNAL,34269.51,0.0,MISSING_INTERNAL,ROLLBACK,2026-05-06 23:19:48,0,,0
155,TXN_11735,FAILED ,MISSING_INTERNAL,3568.56,0.0,MISSING_INTERNAL,ROLLBACK,2026-05-06 23:19:48,0,,0
156,TXN_11933,SUCCESS,MATCH,1072.65,1072.65,MATCH,NONE,2026-05-06 23:19:48,0,,0
157,TXN_12215,SUCCESS,MATCH,24989.06,24989.06,MATCH,NONE,2026-05-06 23:19:48,0,,0
158,TXN_12463,SUCCESS,MATCH,1137.03,1137.03,MATCH,NONE,2026-05-06 23:19:48,0,,0
159,TXN_12932,SUCCESS,MATCH,27408.0,27408.0,MATCH,NONE,2026-05-06 23:19:48,0,,0
160,TXN_12984,FAILED ,MISSING_INTERNAL,44898.6,0.0,MISSING_INTERNAL,ROLLBACK,2026-05-06 23:19:48,0,,0
161,TXN_13357,SUCCESS,MATCH,16964.38,16964.38,MATCH,NONE,2026-05-06 23:19:48,0,,0
162,TXN_13629,SUCCESS,MATCH,45637.33,45637.33,MATCH,NONE,2026-05-06 23:19:48,0,,0
163,TXN_13631,SUCCESS,MATCH,45492.26,45492.26,MATCH,NONE,2026-05-06 23:19:48,0,,0
164,TXN_14172,SUCCESS,MATCH,29578.07,29578.07,MATCH,NONE,2026-05-06 23:19:48,0,,0
165,TXN_14296,SUCCESS,MATCH,19652.07,19652.07,MATCH,NONE,2026-05-06 23:19:48,0,,0
166,TXN_14389,SUCCESS,MATCH,31349.96,31349.96,MATCH,NONE,2026-05-06 23:19:48,0,,0
167,TXN_14432,SUCCESS,MATCH,38291.08,38291.08,MATCH,NONE,2026-05-06 23:19:48,0,,0
168,TXN_14487,SUCCESS,MATCH,25509.77,25509.77,MATCH,NONE,2026-05-06 23:19:48,0,,0
169,TXN_14559,SUCCESS,MATCH,34569.87,34569.87,MATCH,NONE,2026-05-06 23:19:48,0,,0
170,TXN_14641,SUCCESS,MATCH,35201.4,35201.4,MATCH,NONE,2026-05-06 23:19:48,0,,0
171,TXN_14977,SUCCESS,MATCH,11216.96,11216.96,MATCH,NONE,2026-05-06 23:19:48,0,,0
172,TXN_10056,SUCCESS,MATCH,32808.35,32808.35,MATCH,NONE,2026-05-06 23:19:48,0,,0
173,TXN_10062,PENDING,MISSING_INTERNAL,34785.21,0.0,MISSING_INTERNAL,ROLLBACK,2026-05-06 23:19:48,0,,0
174,TXN_10106,SUCCESS,MATCH,3926.5,3926.5,MATCH,NONE,2026-05-06 23:19:48,0,,0
175,TXN_10224,SUCCESS,MATCH,42751.2,42751.2,MATCH,NONE,2026-05-06 23:19:48,0,,0
176,TXN_10346,FAILED ,MISSING_INTERNAL,41020.13,0.0,MISSING_INTERNAL,ROLLBACK,2026-05-06 23:19:48,0,,0
177,TXN_10420,SUCCESS,MATCH,902.45,902.45,MATCH,NONE,2026-05-06 23:19:48,0,,0
178,TXN_10653,SUCCESS,MATCH,19927.12,19927.12,MATCH,NONE,2026-05-06 23:19:48,0,,0
179,TXN_10774,SUCCESS,MATCH,821.21,821.21,MATCH,NONE,2026-05-06 23:19:48,0,,0
180,TXN_10800,SUCCESS,MATCH,35824.54,35824.54,MATCH,NONE,2026-05-06 23:19:48,0,,0
181,TXN_10886,SUCCESS,MATCH,16484.51,16484.51,MATCH,NONE,2026-05-06 23:19:48,0,,0
182,TXN_10937,FAILED ,MISSING_INTERNAL,35264.55,0.0,MISSING_INTERNAL,ROLLBACK,2026-05-06 23:19:48,0,,0
183,TXN_11126,SUCCESS,MATCH,41824.92,41824.92,MATCH,NONE,2026-05-06 23:19:48,0,,0
184,TXN_11360,SUCCESS,MATCH,6139.42,6139.42,MATCH,NONE,2026-05-06 23:19:48,0,,0
185,TXN_11473,SUCCESS,MATCH,42439.44,42439.44,MATCH,NONE,2026-05-06 23:19:48,0,,0
186,TXN_11491,SUCCESS,MATCH,31037.51,31037.51,MATCH,NONE,2026-05-06 23:19:48,0,,0
187,TXN_11648,FAILED ,MISSING_INTERNAL,33051.0,0.0,MISSING_INTERNAL,ROLLBACK,2026-05-06 23:19:48,0,,0
188,TXN_11817,SUCCESS,MATCH,48283.99,48283.99,MATCH,NONE,2026-05-06 23:19:48,0,,0
189,TXN_12521,SUCCESS,MATCH,47794.58,47794.58,MATCH,NONE,2026-05-06 23:19:48,0,,0
190,TXN_12561,SUCCESS,MATCH,2050.46,2050.46,MATCH,NONE,2026-05-06 23:19:48,0,,0
191,TXN_12622,SUCCESS,MATCH,8776.89,8776.89,MATCH,NONE,2026-05-06 23:19:48,0,,0
192,TXN_12672,SUCCESS,MATCH,25228.82,25228.82,MATCH,NONE,2026-05-06 23:19:48,0,,0
193,TXN_12859,SUCCESS,MATCH,5623.62,5623.62,MATCH,NONE,2026-05-06 23:19:48,0,,0
194,TXN_13310,SUCCESS,MATCH,25366.82,25366.82,MATCH,NONE,2026-05-06 23:19:48,0,,0
195,TXN_13410,SUCCESS,MATCH,13459.38,13459.38,MATCH,NONE,2026-05-06 23:19:48,0,,0
196,TXN_13470,SUCCESS,MATCH,31246.43,31246.43,MATCH,NONE,2026-05-06 23:19:48,0,,0
197,TXN_13684,SUCCESS,MATCH,23332.53,23332.53,MATCH,NONE,2026-05-06 23:19:48,0,,0
198,TXN_14153,SUCCESS,MATCH,19999.44,19999.44,MATCH,NONE,2026-05-06 23:19:48,0,,0
199,TXN_14253,SUCCESS,MATCH,23805.22,23805.22,MATCH,NONE,2026-05-06 23:19:48,0,,0
200,TXN_14426,SUCCESS,MATCH,22417.25,22417.25,MATCH,NONE,2026-05-06 23:19:48,0,,0
201,TXN_10125,SUCCESS,MATCH,8080.03,8080.03,MATCH,NONE,2026-05-06 23:19:48,0,,0
202,TXN_10301,SUCCESS,MATCH,10868.62,10868.62,MATCH,NONE,2026-05-06 23:19:48,0,,0
203,TXN_10546,SUCCESS,MATCH,30607.35,30607.35,MATCH,NONE,2026-05-06 23:19:48,0,,0
204,TXN_10628,SUCCESS,MATCH,27380.37,27380.37,MATCH,NONE,2026-05-06 23:19:48,0,,0
205,TXN_10708,FAILED ,MISSING_INTERNAL,45503.2,0.0,MISSING_INTERNAL,ROLLBACK,2026-05-06 23:19:48,0,,0
206,TXN_10994,SUCCESS,MATCH,14989.92,14989.92,MATCH,NONE,2026-05-06 23:19:48,0,,0
207,TXN_11474,SUCCESS,MATCH,2433.21,2433.21,MATCH,NONE,2026-05-06 23:19:48,0,,0
208,TXN_11592,SUCCESS,MATCH,43879.95,43879.95,MATCH,NONE,2026-05-06 23:19:48,0,,0
209,TXN_11708,SUCCESS,MATCH,23401.49,23401.49,MATCH,NONE,2026-05-06 23:19:48,0,,0
210,TXN_12156,SUCCESS,MATCH,18031.37,18031.37,MATCH,NONE,2026-05-06 23:19:48,0,,0
211,TXN_12365,SUCCESS,MATCH,47928.74,47928.74,MATCH,NONE,2026-05-06 23:19:48,0,,0
212,TXN_12881,SUCCESS,MATCH,26309.43,26309.43,MATCH,NONE,2026-05-06 23:19:48,0,,0
213,TXN_13000,SUCCESS,MATCH,15955.14,15955.14,MATCH,NONE,2026-05-06 23:19:48,0,,0
214,TXN_13079,PENDING,MISSING_INTERNAL,47467.79,0.0,MISSING_INTERNAL,ROLLBACK,2026-05-06 23:19:48,0,,0
215,TXN_13371,SUCCESS,MATCH,10756.69,10756.69,MATCH,NONE,2026-05-06 23:19:48,0,,0
216,TXN_13578,SUCCESS,MATCH,2102.95,2102.95,MATCH,NONE,2026-05-06 23:19:48,0,,0
217,TXN_13642,SUCCESS,MATCH,39780.14,39780.14,MATCH,NONE,2026-05-06 23:19:48,0,,0
218,TXN_13894,SUCCESS,MATCH,42335.78,42335.78,MATCH,NONE,2026-05-06 23:19:48,0,,0
219,TXN_14280,SUCCESS,MATCH,9145.46,9145.46,MATCH,NONE,2026-05-06 23:19:48,0,,0
220,TXN_14368,SUCCESS,MATCH,21239.83,21239.83,MATCH,NONE,2026-05-06 23:19:48,0,,0
221,TXN_14428,SUCCESS,MATCH,46661.49,46661.49,MATCH,NONE,2026-05-06 23:19:48,0,,0
222,TXN_10544,SUCCESS,MATCH,20617.94,20617.94,MATCH,NONE,2026-05-06 23:19:48,0,,0
223,TXN_10808,SUCCESS,MATCH,43586.39,43586.39,MATCH,NONE,2026-05-06 23:19:48,0,,0
224,TXN_10911,PENDING,MISSING_INTERNAL,24508.94,0.0,MISSING_INTERNAL,ROLLBACK,2026-05-06 23:19:48,0,,0
225,TXN_11002,SUCCESS,MATCH,33454.94,33454.94,MATCH,NONE,2026-05-06 23:19:48,0,,0
226,TXN_11114,SUCCESS,MATCH,3006.74,3006.74,MATCH,NONE,2026-05-06 23:19:48,0,,0
227,TXN_11207,FAILED ,MISSING_INTERNAL,15348.35,0.0,MISSING_INTERNAL,ROLLBACK,2026-05-06 23:19:48,0,,0
228,TXN_11275,SUCCESS,MATCH,25156.69,25156.69,MATCH,NONE,2026-05-06 23:19:48,0,,0
229,TXN_11466,SUCCESS,MATCH,35988.94,35988.94,MATCH,NONE,2026-05-06 23:19:48,0,,0
230,TXN_11751,SUCCESS,MATCH,24125.37,24125.37,MATCH,NONE,2026-05-06 23:19:48,0,,0
231,TXN_11783,SUCCESS,MATCH,4581.02,4581.02,MATCH,NONE,2026-05-06 23:19:48,0,,0
232,TXN_11895,SUCCESS,MATCH,691.44,691.44,MATCH,NONE,2026-05-06 23:19:48,0,,0
233,TXN_12006,SUCCESS,MATCH,28148.86,28148.86,MATCH,NONE,2026-05-06 23:19:48,0,,0
234,TXN_12233,SUCCESS,MATCH,26094.29,26094.29,MATCH,NONE,2026-05-06 23:19:48,0,,0
235,TXN_12659,PENDING,MISSING_INTERNAL,25000.11,0.0,MISSING_INTERNAL,ROLLBACK,2026-05-06 23:19:48,0,,0
236,TXN_12983,SUCCESS,MATCH,36197.66,36197.66,MATCH,NONE,2026-05-06 23:19:48,0,,0
237,TXN_12985,SUCCESS,MATCH,6123.73,6123.73,MATCH,NONE,2026-05-06 23:19:48,0,,0
238,TXN_12991,FAILED ,MISSING_INTERNAL,10240.09,0.0,MISSING_INTERNAL,ROLLBACK,2026-05-06 23:19:48,0,,0
239,TXN_13677,SUCCESS,MATCH,49509.66,49509.66,MATCH,NONE,2026-05-06 23:19:48,0,,0
240,TXN_13863,SUCCESS,MATCH,9957.96,9957.96,MATCH,NONE,2026-05-06 23:19:48,0,,0
241,TXN_13903,SUCCESS,MATCH,5655.13,5655.13,MATCH,NONE,2026-05-06 23:19:48,0,,0
242,TXN_13965,SUCCESS,MATCH,9930.81,9930.81,MATCH,NONE,2026-05-06 23:19:48,0,,0
243,TXN_14076,SUCCESS,MATCH,9113.72,9113.72,MATCH,NONE,2026-05-06 23:19:48,0,,0
244,TXN_14447,SUCCESS,MATCH,25848.68,25848.68,MATCH,NONE,2026-05-06 23:19:48,0,,0
245,TXN_14703,SUCCESS,MATCH,39978.08,39978.08,MATCH,NONE,2026-05-06 23:19:48,0,,0
246,TXN_10610,SUCCESS,MATCH,15011.66,15011.66,MATCH,NONE,2026-05-06 23:19:48,0,,0
247,TXN_10663,SUCCESS,MATCH,42187.24,42187.24,MATCH,NONE,2026-05-06 23:19:48,0,,0
248,TXN_10693,SUCCESS,MATCH,29682.89,29682.89,MATCH,NONE,2026-05-06 23:19:48,0,,0
249,TXN_10756,SUCCESS,MATCH,9708.06,9708.06,MATCH,NONE,2026-05-06 23:19:48,0,,0
250,TXN_11308,SUCCESS,MATCH,1528.52,1528.52,MATCH,NONE,2026-05-06 23:19:48,0,,0
251,TXN_11738,SUCCESS,MATCH,884.9,884.9,MATCH,NONE,2026-05-06 23:19:48,0,,0
252,TXN_11909,SUCCESS,MATCH,12703.02,12703.02,MATCH,NONE,2026-05-06 23:19:48,0,,0
253,TXN_12597,SUCCESS,MATCH,42268.46,42268.46,MATCH,NONE,2026-05-06 23:19:48,0,,0
254,TXN_12677,FAILED ,MISSING_INTERNAL,45906.74,0.0,MISSING_INTERNAL,ROLLBACK,2026-05-06 23:19:48,0,,0
255,TXN_13350,SUCCESS,MATCH,21603.4,21603.4,MATCH,NONE,2026-05-06 23:19:48,0,,0
256,TXN_13363,SUCCESS,MATCH,11431.73,11431.73,MATCH,NONE,2026-05-06 23:19:48,0,,0
257,TXN_13806,SUCCESS,MATCH,48516.97,48516.97,MATCH,NONE,2026-05-06 23:19:48,0,,0
258,TXN_14103,SUCCESS,MATCH,27552.02,27552.02,MATCH,NONE,2026-05-06 23:19:48,0,,0
259,TXN_14207,SUCCESS,MATCH,44708.98,44708.98,MATCH,NONE,2026-05-06 23:19:48,0,,0
260,TXN_14305,SUCCESS,MATCH,24214.9,24214.9,MATCH,NONE,2026-05-06 23:19:48,0,,0
261,TXN_14549,FAILED ,MISSING_INTERNAL,46913.44,0.0,MISSING_INTERNAL,ROLLBACK,2026-05-06 23:19:48,0,,0
262,TXN_14829,SUCCESS,MATCH,43802.83,43802.83,MATCH,NONE,2026-05-06 23:19:48,0,,0
263,TXN_14983,SUCCESS,MATCH,28893.69,28893.69,MATCH,NONE,2026-05-06 23:19:48,0,,0
