log_id,gtw_txn_id,gateway_id,amount,status,log_timestamp,processed_flag
102,TXN_10089,1.0,46276.45,SUCCESS,2026-04-02 19:57:04,1
103,TXN_10090,1.0,34673.42,SUCCESS,2026-04-03 01:54:33,1
104,TXN_10091,1.0,14922.54,SUCCESS,2026-04-01 17:43:29,1
105,TXN_10092,1.0,4837.16,SUCCESS,2026-04-02 03:35:59,1
106,TXN_10093,1.0,20580.08,SUCCESS,2026-04-03 16:40:40,1
107,TXN_10094,1.0,27198.15,SUCCESS,2026-04-03 16:20:55,1
108,TXN_10095,1.0,8617.82,SUCCESS,2026-04-03 09:20:42,1
109,TXN_10096,1.0,45780.31,SUCCESS,2026-04-02 12:41:25,1
110,TXN_10097,1.0,8430.59,SUCCESS,2026-04-01 14:48:15,1
111,TXN_10098,1.0,42609.75,SUCCESS,2026-04-02 16:22:48,1
112,TXN_10099,1.0,45796.79,SUCCESS,2026-04-02 23:33:13,1
113,TXN_10100,1.0,15978.71,SUCCESS,2026-04-01 13:44:37,1
114,TXN_10101,1.0,13971.83,SUCCESS,2026-04-03 13:12:26,1
115,TXN_10102,1.0,14176.67,SUCCESS,2026-04-02 16:58:00,1
116,TXN_10103,1.0,18011.13,SUCCESS,2026-04-02 22:49:17,1
117,TXN_10104,1.0,29818.53,FAILED,2026-04-01 19:18:43,1
118,TXN_10105,1.0,17781.49,SUCCESS,2026-04-02 10:15:24,1
119,TXN_10106,1.0,3926.5,SUCCESS,2026-04-01 18:05:45,1
120,TXN_10107,1.0,20645.78,SUCCESS,2026-04-01 22:50:26,1
121,TXN_10108,1.0,44221.85,SUCCESS,2026-04-02 01:00:44,1
122,TXN_10109,1.0,19781.37,SUCCESS,2026-04-03 01:31:05,1
123,TXN_10110,1.0,47112.59,SUCCESS,2026-04-03 07:59:44,1
124,TXN_10111,1.0,38179.2,SUCCESS,2026-04-02 01:13:42,1
125,TXN_10112,1.0,24564.25,SUCCESS,2026-04-03 09:31:12,1
126,TXN_10113,1.0,45820.59,PENDING,2026-04-03 12:19:25,1
127,TXN_10114,1.0,26101.95,SUCCESS,2026-04-03 08:52:47,1
128,TXN_10115,1.0,14783.02,SUCCESS,2026-04-01 23:04:14,1
129,TXN_10116,1.0,24147.16,SUCCESS,2026-04-03 04:16:57,1
130,TXN_10117,1.0,36307.28,SUCCESS,2026-04-01 13:17:52,1
131,TXN_10118,1.0,46190.06,SUCCESS,2026-04-01 16:34:36,1
132,TXN_10119,1.0,42630.33,SUCCESS,2026-04-03 15:49:33,1
133,TXN_10120,1.0,29643.9,PENDING,2026-04-01 13:40:08,1
134,TXN_10121,1.0,45135.04,SUCCESS,2026-04-03 11:27:45,1
135,TXN_10122,1.0,47472.86,SUCCESS,2026-04-01 22:07:48,1
136,TXN_10123,1.0,32320.14,SUCCESS,2026-04-03 04:24:04,1
137,TXN_10124,1.0,12686.36,FAILED,2026-04-02 00:30:16,1
138,TXN_10125,1.0,8080.03,SUCCESS,2026-04-01 16:54:36,1
139,TXN_10126,1.0,35988.85,SUCCESS,2026-04-01 20:34:51,1
140,TXN_10127,1.0,23924.95,FAILED,2026-04-03 14:28:37,1
141,TXN_10128,1.0,46318.43,SUCCESS,2026-04-02 15:18:29,1
142,TXN_10129,1.0,32315.85,SUCCESS,2026-04-02 04:28:59,1
143,TXN_10130,1.0,25515.08,SUCCESS,2026-04-03 10:06:16,1
144,TXN_10131,1.0,13097.02,SUCCESS,2026-04-03 01:36:56,1
145,TXN_10132,1.0,44063.43,SUCCESS,2026-04-01 14:16:59,1
146,TXN_10133,1.0,35017.54,SUCCESS,2026-04-02 21:44:35,1
147,TXN_10134,1.0,41382.59,SUCCESS,2026-04-02 12:52:02,1
148,TXN_10135,1.0,13788.46,SUCCESS,2026-04-01 16:33:04,1
149,TXN_10136,1.0,27183.0,SUCCESS,2026-04-02 06:15:58,1
150,TXN_10137,1.0,38073.1,SUCCESS,2026-04-02 13:12:23,1
151,TXN_10138,1.0,41904.25,SUCCESS,2026-04-02 16:38:50,1
152,TXN_10139,1.0,19472.27,SUCCESS,2026-04-01 23:23:36,1
153,TXN_10140,1.0,21759.16,SUCCESS,2026-04-01 21:46:35,1
154,TXN_10141,1.0,15360.15,SUCCESS,2026-04-03 16:23:44,1
155,TXN_10142,1.0,36981.1,SUCCESS,2026-04-03 13:41:05,1
156,TXN_10143,1.0,30868.05,SUCCESS,2026-04-03 11:55:06,1
157,TXN_10144,1.0,18906.74,SUCCESS,2026-04-02 10:00:06,1
158,TXN_10145,1.0,1014.45,SUCCESS,2026-04-03 06:36:31,1
159,TXN_10146,1.0,44936.78,SUCCESS,2026-04-02 05:37:05,1
160,TXN_10147,1.0,45869.64,SUCCESS,2026-04-03 11:07:42,1
161,TXN_10148,1.0,740.11,FAILED,2026-04-02 09:06:13,1
162,TXN_10149,1.0,3683.09,SUCCESS,2026-04-02 19:20:01,1
163,TXN_10150,1.0,14010.1,SUCCESS,2026-04-02 12:53:50,1
164,TXN_10151,1.0,12495.66,SUCCESS,2026-04-02 16:10:22,1
165,TXN_10152,1.0,11045.37,SUCCESS,2026-04-02 05:51:37,1
166,TXN_10153,1.0,40068.12,FAILED,2026-04-03 08:45:22,1
167,TXN_10154,1.0,28563.3,SUCCESS,2026-04-01 15:49:44,1
168,TXN_10155,1.0,9105.94,SUCCESS,2026-04-02 10:34:17,1
169,TXN_10156,1.0,23150.51,SUCCESS,2026-04-02 14:28:23,1
170,TXN_10157,1.0,41044.05,SUCCESS,2026-04-02 23:01:44,1
171,TXN_10158,1.0,25722.42,SUCCESS,2026-04-01 22:28:22,1
172,TXN_10159,1.0,25743.09,SUCCESS,2026-04-01 13:42:13,1
173,TXN_10160,1.0,22844.6,SUCCESS,2026-04-03 12:08:43,1
174,TXN_10161,1.0,33366.97,SUCCESS,2026-04-02 16:42:21,1
175,TXN_10162,1.0,21921.51,FAILED,2026-04-01 17:38:00,1
176,TXN_10163,1.0,38554.8,SUCCESS,2026-04-02 04:53:29,1
177,TXN_10164,1.0,17535.49,SUCCESS,2026-04-02 04:48:55,1
178,TXN_10165,1.0,34896.11,SUCCESS,2026-04-03 15:38:48,1
179,TXN_10166,1.0,36141.63,SUCCESS,2026-04-03 12:38:24,1
180,TXN_10167,1.0,35563.18,SUCCESS,2026-04-02 06:36:10,1
181,TXN_10168,1.0,34978.51,SUCCESS,2026-04-03 04:33:53,1
182,TXN_10169,1.0,5404.15,SUCCESS,2026-04-02 22:41:30,1
183,TXN_10170,1.0,49133.09,PENDING,2026-04-02 20:35:31,1
184,TXN_10171,1.0,17840.43,SUCCESS,2026-04-01 19:38:25,1
185,TXN_10172,1.0,36660.41,SUCCESS,2026-04-02 03:29:31,1
186,TXN_10173,1.0,28600.28,SUCCESS,2026-04-01 13:07:26,1
187,TXN_10174,1.0,42684.89,SUCCESS,2026-04-03 11:59:58,1
188,TXN_10175,1.0,49639.22,SUCCESS,2026-04-02 13:38:29,1
189,TXN_10176,1.0,3485.41,SUCCESS,2026-04-03 13:12:35,1
190,TXN_10177,1.0,48946.28,SUCCESS,2026-04-02 20:51:16,1
191,TXN_10178,1.0,8852.14,SUCCESS,2026-04-02 10:23:42,1
192,TXN_10179,1.0,19022.8,PENDING,2026-04-02 15:36:16,1
193,TXN_10180,1.0,42227.06,SUCCESS,2026-04-03 10:43:09,1
194,TXN_10181,1.0,19186.61,SUCCESS,2026-04-02 04:38:19,1
195,TXN_10182,1.0,45500.66,PENDING,2026-04-02 12:04:34,1
196,TXN_10183,1.0,49280.65,SUCCESS,2026-04-02 09:05:36,1
197,TXN_10184,1.0,38848.82,FAILED,2026-04-02 07:55:32,1
198,TXN_10185,1.0,28549.48,SUCCESS,2026-04-02 14:55:40,1
199,TXN_10186,1.0,1734.7,SUCCESS,2026-04-03 06:52:13,1
200,TXN_10187,1.0,2342.99,SUCCESS,2026-04-01 12:10:45,1
201,TXN_10188,1.0,8545.43,SUCCESS,2026-04-03 00:06:05,1
202,TXN_10189,1.0,23656.49,FAILED,2026-04-03 16:11:37,1
203,TXN_10190,1.0,28594.71,SUCCESS,2026-04-02 10:47:28,1
204,TXN_10191,1.0,7785.81,SUCCESS,2026-04-01 22:35:35,1
205,TXN_10192,1.0,25708.41,SUCCESS,2026-04-02 11:50:10,1
206,TXN_10193,1.0,21147.86,SUCCESS,2026-04-01 19:09:14,1
207,TXN_10194,1.0,28652.33,SUCCESS,2026-04-02 17:50:00,1
208,TXN_10195,1.0,26081.32,SUCCESS,2026-04-02 01:51:52,1
209,TXN_10196,1.0,21781.19,SUCCESS,2026-04-02 14:40:39,1
210,TXN_10197,1.0,27927.82,SUCCESS,2026-04-03 11:10:12,1
211,TXN_10198,1.0,15289.15,SUCCESS,2026-04-01 19:13:20,1
212,TXN_10199,1.0,48600.06,FAILED,2026-04-03 06:31:04,1
213,TXN_10200,1.0,20833.97,SUCCESS,2026-04-01 21:25:16,1
214,TXN_10201,1.0,19259.8,SUCCESS,2026-04-02 09:42:28,1
215,TXN_10202,1.0,22348.78,SUCCESS,2026-04-02 02:31:34,1
216,TXN_10203,1.0,3957.42,SUCCESS,2026-04-02 06:13:10,1
217,TXN_10204,1.0,20969.13,SUCCESS,2026-04-03 10:42:16,1
218,TXN_10205,1.0,511.44,FAILED,2026-04-02 22:08:06,1
219,TXN_10206,1.0,35772.32,SUCCESS,2026-04-03 11:34:04,1
220,TXN_10207,1.0,23735.38,SUCCESS,2026-04-01 10:37:24,1
221,TXN_10208,1.0,8128.02,SUCCESS,2026-04-01 13:25:11,1
222,TXN_10209,1.0,15500.23,SUCCESS,2026-04-03 16:20:14,1
223,TXN_10210,1.0,8237.06,SUCCESS,2026-04-02 09:01:56,1
224,TXN_10211,1.0,23192.68,SUCCESS,2026-04-02 23:23:12,1
225,TXN_10212,1.0,5232.74,SUCCESS,2026-04-01 19:24:53,1
226,TXN_10213,1.0,21721.37,FAILED,2026-04-02 12:27:04,1
227,TXN_10214,1.0,36776.89,SUCCESS,2026-04-02 18:40:54,1
228,TXN_10215,1.0,24149.39,SUCCESS,2026-04-03 15:41:30,1
229,TXN_10216,1.0,14189.91,SUCCESS,2026-04-02 17:14:44,1
230,TXN_10217,1.0,39056.89,SUCCESS,2026-04-02 17:45:59,1
231,TXN_10218,1.0,20545.48,SUCCESS,2026-04-03 10:57:19,1
232,TXN_10219,1.0,15722.8,SUCCESS,2026-04-03 00:55:12,1
233,TXN_10220,1.0,3146.59,SUCCESS,2026-04-03 11:32:20,1
234,TXN_10221,1.0,49570.92,SUCCESS,2026-04-02 14:33:13,1
235,TXN_10222,1.0,16923.57,SUCCESS,2026-04-01 20:39:17,1
236,TXN_10223,1.0,46479.28,SUCCESS,2026-04-03 14:15:06,1
237,TXN_10224,1.0,42751.2,SUCCESS,2026-04-03 03:58:18,1
238,TXN_10225,1.0,15948.16,SUCCESS,2026-04-01 21:06:10,1
239,TXN_10226,1.0,2903.7,SUCCESS,2026-04-02 11:25:48,1
240,TXN_10227,1.0,3588.31,SUCCESS,2026-04-03 01:39:45,1
241,TXN_10228,1.0,34081.51,SUCCESS,2026-04-03 08:56:05,1
242,TXN_10229,1.0,46789.05,SUCCESS,2026-04-03 13:16:24,1
243,TXN_10230,1.0,17107.72,SUCCESS,2026-04-01 19:52:13,1
244,TXN_10231,1.0,14020.29,SUCCESS,2026-04-02 21:57:43,1
245,TXN_10232,1.0,6025.8,SUCCESS,2026-04-01 17:20:02,1
246,TXN_10233,1.0,27409.05,SUCCESS,2026-04-02 15:54:31,1
247,TXN_10234,1.0,6612.67,FAILED,2026-04-03 00:54:50,1
248,TXN_10235,1.0,46548.39,SUCCESS,2026-04-03 12:06:42,1
249,TXN_10236,1.0,33049.54,SUCCESS,2026-04-02 12:59:46,1
250,TXN_10237,1.0,7892.95,SUCCESS,2026-04-02 11:41:47,1
251,TXN_10238,1.0,45369.09,SUCCESS,2026-04-01 22:06:14,1
252,TXN_10239,1.0,17335.82,FAILED,2026-04-03 15:04:27,1
253,TXN_10240,1.0,12949.62,SUCCESS,2026-04-01 23:46:04,1
254,TXN_10241,1.0,25795.49,SUCCESS,2026-04-03 14:01:27,1
255,TXN_10242,1.0,14442.3,SUCCESS,2026-04-01 20:21:33,1
256,TXN_10243,1.0,5507.0,FAILED,2026-04-02 01:54:36,1
257,TXN_10244,1.0,49087.53,SUCCESS,2026-04-02 13:22:56,1
258,TXN_10245,1.0,17844.26,SUCCESS,2026-04-02 21:42:30,1
259,TXN_10246,1.0,17675.0,SUCCESS,2026-04-01 14:17:35,1
260,TXN_10247,1.0,32869.46,SUCCESS,2026-04-03 01:47:14,1
261,TXN_10248,1.0,13334.11,SUCCESS,2026-04-03 02:58:45,1
262,TXN_10249,1.0,29598.38,SUCCESS,2026-04-02 03:24:17,1
263,TXN_10250,1.0,12256.84,SUCCESS,2026-04-02 05:00:16,1
264,TXN_10251,1.0,1852.43,SUCCESS,2026-04-03 16:37:05,1
265,TXN_10252,1.0,49154.07,SUCCESS,2026-04-02 09:50:17,1
266,TXN_10253,1.0,41095.55,SUCCESS,2026-04-03 15:31:07,1
267,TXN_10254,1.0,20085.11,SUCCESS,2026-04-03 13:03:46,1
268,TXN_10255,1.0,29614.7,FAILED,2026-04-02 08:04:40,1
269,TXN_10256,1.0,47678.53,SUCCESS,2026-04-02 04:54:16,1
270,TXN_10257,1.0,17098.09,SUCCESS,2026-04-03 08:16:08,1
271,TXN_10258,1.0,8690.55,SUCCESS,2026-04-01 16:05:32,1
272,TXN_10259,1.0,16621.7,SUCCESS,2026-04-03 00:07:51,1
273,TXN_10260,1.0,7438.29,SUCCESS,2026-04-02 08:39:27,1
274,TXN_10261,1.0,39687.62,SUCCESS,2026-04-02 04:06:43,1
275,TXN_10262,1.0,8477.8,SUCCESS,2026-04-01 16:46:21,1
276,TXN_10263,1.0,5946.62,SUCCESS,2026-04-02 07:07:01,1
277,TXN_10264,1.0,8741.04,SUCCESS,2026-04-02 20:37:09,1
278,TXN_10265,1.0,45442.72,FAILED,2026-04-01 17:12:42,1
279,TXN_10266,1.0,10082.78,SUCCESS,2026-04-02 17:38:12,1
280,TXN_10267,1.0,41453.19,SUCCESS,2026-04-02 17:50:31,1
281,TXN_10268,1.0,17254.32,SUCCESS,2026-04-03 12:40:25,1
282,TXN_10269,1.0,25098.25,SUCCESS,2026-04-02 06:37:28,1
283,TXN_10270,1.0,12260.92,SUCCESS,2026-04-01 18:33:41,1
284,TXN_10271,1.0,15379.16,SUCCESS,2026-04-03 03:08:36,1
285,TXN_10272,1.0,9578.73,SUCCESS,2026-04-03 06:48:33,1
286,TXN_10273,1.0,46192.37,SUCCESS,2026-04-02 06:52:13,1
287,TXN_10274,1.0,38455.59,SUCCESS,2026-04-01 19:27:36,1
288,TXN_10275,1.0,49134.56,SUCCESS,2026-04-02 12:18:46,1
289,TXN_10276,1.0,44654.5,SUCCESS,2026-04-01 22:11:32,1
290,TXN_10277,1.0,5335.0,SUCCESS,2026-04-03 08:38:14,1
291,TXN_10278,1.0,11033.43,SUCCESS,2026-04-03 07:26:12,1
292,TXN_10279,1.0,26389.56,SUCCESS,2026-04-02 11:01:24,1
293,TXN_10280,1.0,42143.44,SUCCESS,2026-04-01 11:40:10,1
294,TXN_10281,1.0,17778.58,PENDING,2026-04-01 20:20:53,1
295,TXN_10282,1.0,10739.54,SUCCESS,2026-04-02 17:19:26,1
296,TXN_10283,1.0,19556.3,SUCCESS,2026-04-02 12:33:54,1
297,TXN_10284,1.0,8300.86,SUCCESS,2026-04-02 16:25:35,1
298,TXN_10285,1.0,11035.78,SUCCESS,2026-04-02 04:51:20,1
299,TXN_10286,1.0,17593.01,SUCCESS,2026-04-02 09:46:36,1
300,TXN_10287,1.0,5273.04,PENDING,2026-04-03 03:08:03,1
301,TXN_10288,1.0,43271.12,SUCCESS,2026-04-03 07:37:14,1
302,TXN_10289,1.0,8153.92,SUCCESS,2026-04-02 02:41:31,1
303,TXN_10290,1.0,3544.16,SUCCESS,2026-04-03 07:18:51,1
304,TXN_10291,1.0,31593.36,SUCCESS,2026-04-02 12:20:40,1
305,TXN_10292,1.0,49212.73,SUCCESS,2026-04-01 20:58:29,1
306,TXN_10293,1.0,11639.58,SUCCESS,2026-04-02 22:48:05,1
307,TXN_10294,1.0,27732.79,SUCCESS,2026-04-03 04:36:34,1
308,TXN_10295,1.0,26638.06,SUCCESS,2026-04-02 08:18:37,1
309,TXN_10296,1.0,38348.3,SUCCESS,2026-04-02 04:46:21,1
310,TXN_10297,1.0,33149.95,SUCCESS,2026-04-02 11:46:59,1
311,TXN_10298,1.0,10935.42,SUCCESS,2026-04-02 07:03:11,1
312,TXN_10299,1.0,45756.58,SUCCESS,2026-04-02 06:09:21,1
313,TXN_10300,1.0,6558.22,SUCCESS,2026-04-03 11:07:34,1
314,TXN_10301,1.0,10868.62,SUCCESS,2026-04-02 04:05:07,1
315,TXN_10302,1.0,43518.51,SUCCESS,2026-04-02 05:08:27,1
316,TXN_10303,1.0,13259.7,SUCCESS,2026-04-02 11:51:40,1
317,TXN_10304,1.0,27446.68,SUCCESS,2026-04-03 08:24:38,1
318,TXN_10305,1.0,33277.45,SUCCESS,2026-04-02 23:09:31,1
319,TXN_10306,1.0,10820.41,FAILED,2026-04-01 21:19:56,1
320,TXN_10307,1.0,31295.89,SUCCESS,2026-04-03 08:02:16,1
321,TXN_10308,1.0,10066.26,SUCCESS,2026-04-02 09:39:19,1
322,TXN_10309,1.0,19476.15,SUCCESS,2026-04-03 00:00:44,1
323,TXN_10310,1.0,41838.09,SUCCESS,2026-04-02 22:54:44,1
324,TXN_10311,1.0,8503.91,SUCCESS,2026-04-01 17:54:29,1
325,TXN_10312,1.0,37836.11,SUCCESS,2026-04-03 11:34:05,1
326,TXN_10313,1.0,27779.56,SUCCESS,2026-04-02 14:12:43,1
327,TXN_10314,1.0,41441.97,SUCCESS,2026-04-03 09:17:13,1
328,TXN_10315,1.0,38825.89,FAILED,2026-04-02 21:51:54,1
329,TXN_10316,1.0,43015.39,SUCCESS,2026-04-03 10:22:43,1
330,TXN_10317,1.0,26987.66,SUCCESS,2026-04-01 17:28:09,1
331,TXN_10318,1.0,20582.37,SUCCESS,2026-04-02 14:56:14,1
332,TXN_10319,1.0,31771.18,SUCCESS,2026-04-03 00:23:34,1
333,TXN_10320,1.0,2069.48,SUCCESS,2026-04-02 21:27:10,1
334,TXN_10321,1.0,10085.71,SUCCESS,2026-04-02 12:02:42,1
335,TXN_10322,1.0,40814.53,SUCCESS,2026-04-03 07:20:16,1
336,TXN_10323,1.0,37495.2,SUCCESS,2026-04-02 09:11:51,1
337,TXN_10324,1.0,8680.59,SUCCESS,2026-04-03 11:52:19,1
338,TXN_10325,1.0,34173.84,SUCCESS,2026-04-02 20:23:57,1
339,TXN_10326,1.0,5364.22,SUCCESS,2026-04-02 17:44:44,1
340,TXN_10327,1.0,42425.27,SUCCESS,2026-04-01 12:11:58,1
341,TXN_10328,1.0,40607.44,SUCCESS,2026-04-03 16:54:12,1
342,TXN_10329,1.0,47065.32,SUCCESS,2026-04-02 13:23:23,1
343,TXN_10330,1.0,47119.32,SUCCESS,2026-04-01 18:52:41,1
344,TXN_10331,1.0,41920.25,SUCCESS,2026-04-02 12:21:24,1
345,TXN_10332,1.0,39059.48,SUCCESS,2026-04-03 15:06:29,1
346,TXN_10333,1.0,4258.39,SUCCESS,2026-04-01 18:26:29,1
347,TXN_10334,1.0,26157.04,SUCCESS,2026-04-03 15:16:00,1
348,TXN_10335,1.0,39623.7,SUCCESS,2026-04-02 11:52:53,1
